,0,1,2,3,4,5,6
475,互联网/AI,前端/移动开发,iOS,iOS开发工程师,广州·天河区·岑村,广州智鹏车联网科...,"Objective-C,网络协议,Socket技术,MVC开发,Hybrid开发,Xcode,MVVM,Cocoa"
476,互联网/AI,前端/移动开发,iOS,ios应用开发工程师,广州·白云区·金沙洲,道格曼网络,"计算机/软件工程相关专业,功能开发,Objective-C"
477,互联网/AI,前端/移动开发,iOS,iOS开发-内容发布（广州）,广州·天河区·天河北,小红书,"Objective-C,Swift"
478,互联网/AI,前端/移动开发,U3D,游戏客户端开发工程师,广州·黄埔区·中心城,多益网络,"C#,C/C++,Unity3D,C++,DirectX,游戏引擎,移动端,Python"
479,互联网/AI,前端/移动开发,U3D,u3d前端开发工程师,广州·黄埔区·鱼珠,广州4399,"Unity3D,C#,Lua"
480,互联网/AI,前端/移动开发,U3D,u3d游戏开发工程师,广州,青鸟游戏,"Unity3D开发经验,手游开发经验,计算机/软件工程相关专业"
481,互联网/AI,前端/移动开发,U3D,U3D开发工程师(A257128),广州·天河区·跑马场,蜗牛互动科技,"Unity3D,C#,Lua,3D游戏客户端开发经验,Unity3D开发经验,手游开发经验"
482,互联网/AI,前端/移动开发,U3D,游戏开发【大厂/餐补/班车】,广州·天河区·高唐,德科信息,"Unity3D,游戏开发demo,cocos,虚幻引擎"
483,互联网/AI,前端/移动开发,U3D,unity3d游戏开发工程师(中高级),广州·黄埔区·鱼珠,HunterGames,"不限,Unity3D,C#,Lua,Unity3D开发经验,计算机/软件工程相关专业,手游开发经验,Android,ios,手游移植"
484,互联网/AI,前端/移动开发,U3D,U3D开发工程师/U3D主程,广州·海珠区·新港东,广州乐牛,"Unity3D开发经验,C#,Lua"
485,互联网/AI,前端/移动开发,U3D,unity3d游戏开发工程师(中高级),广州·海珠区·琶洲,动网先锋,"国内院校优先,Unity3D,C#,手游开发经验,3D游戏客户端开发经验,UniTask,YooAsset,游戏行业"
486,互联网/AI,前端/移动开发,U3D,U3D开发工程师,广州·天河区·棠下,新言科技,"Unity3D,C#"
487,互联网/AI,前端/移动开发,U3D,unity3D 开发工程师,广州·天河区·小新塘,梦光年,"Unity3D,Lua"
488,互联网/AI,前端/移动开发,U3D,unity场景地编,广州·海珠区·客村,广州豆蔓动漫,"Unity3D,3ds Max,Maya,场景设计,地编"
489,互联网/AI,前端/移动开发,U3D,资深unity程序员,广州·天河区·天河公园,广州亦百网络,"Unity3D,C#,Lua,计算机/软件工程相关专业,3D游戏客户端开发经验,手游开发经验"
490,互联网/AI,前端/移动开发,U3D,U3D客户端,广州,星嘉游戏,"Unity3D开发经验,小游戏开发"
491,互联网/AI,前端/移动开发,U3D,H5/Laya开发工程师,广州·海珠区·官洲,广州速游,"手游开发经验,typescript,H5游戏开发,laya"
492,互联网/AI,前端/移动开发,U3D,U3D开发工程师(A189797),广州·天河区·棠下,广州乐赢游戏科技,"Unity3D,C#,Unity3D开发经验,海外休闲游戏"
493,互联网/AI,前端/移动开发,U3D,U3D/Unity3d开发工程师,广州·海珠区·琶洲,3K游戏,"游戏引擎,C#,U3D,Unity3D,游戏"
494,互联网/AI,前端/移动开发,U3D,u3d软件工程师,广州·天河区·小新塘,峰巅科技,"Unity3D,3ds Max,计算机/软件工程相关专业,C#,交互设计"
495,互联网/AI,前端/移动开发,U3D,战双-客户端开发（业务方向）,广州·海珠区·琶洲,库洛,"Unity3D,C#,Lua,3D游戏客户端开发经验,Unity3D开发经验,手游开发经验"
496,互联网/AI,前端/移动开发,U3D,u3d游戏开发工程师,广州·天河区·棠下,核桃,"Unity3D,Shader开发经验,手游开发经验,Unity3D开发经验"
497,互联网/AI,前端/移动开发,U3D,高级U3D客户端开发工程师,广州·天河区·棠下,米多多,"U3D开发,游戏开发,lua,shader,客户端"
498,互联网/AI,前端/移动开发,U3D,Unity游戏开发工程师,广州·天河区·东圃,方可游戏,"Unity3D,3D游戏客户端开发经验,Unity3D开发经验,手游开发经验"
499,互联网/AI,前端/移动开发,U3D,unity高级开发工程师,广州·番禺区·市桥东,睿烨科技,"C#,Unity3D,.net,计算机/软件工程相关专业,Unity3D开发经验,软件开发经验"
500,互联网/AI,前端/移动开发,U3D,u3d开发工程师,广州·天河区·棠下,听松网络,"Unity3D,C#,Unity3D开发经验,手游开发经验"
501,互联网/AI,前端/移动开发,U3D,U3D工程师,广州·天河区·华景新城,能欣文化,Unity3D
502,互联网/AI,前端/移动开发,U3D,U3D开发,广州·海珠区·琶洲,海南华多,U3D开发
503,互联网/AI,前端/移动开发,U3D,unity游戏开发工程师,广州·天河区·前进,九九互娱,"Unity3D,Lua,Unity3D开发经验"
504,互联网/AI,前端/移动开发,U3D,高级客户端程序（全职驻场外包）,广州·天河区·猎德,FunPlus,"Unity3D,C/C++,C#"
505,互联网/AI,前端/移动开发,U3D,Unity开发工程师,广州,广州佳视VR,"C#,Unity3D,游戏引擎,3D游戏客户端开发经验,Unity3D开发经验,软件开发经验"
506,互联网/AI,前端/移动开发,U3D,图形程序（base总部厦门）,广州·黄埔区·鱼珠,勇仕,Shader开发经验
507,互联网/AI,前端/移动开发,U3D,U3D,广州·番禺区·东环,华彩,"C#,Unity3D,动画动漫,U3D开发,游戏引擎,移动端,VR/AR开发经验,3D游戏客户端开发经验,游戏,Unity3D开发经验,游戏开发,Android"
508,互联网/AI,前端/移动开发,UE4,引擎渲染开发工程师,广州·天河区·龙洞,网易,"UE4,C/C++,UE4开发经验"
509,互联网/AI,前端/移动开发,UE4,UE4地编,广州·天河区·天河北,触魔信息,"premiere,ue4,游戏,视频,游戏场景设计,游戏地形编辑,蓝图编辑,场景搭建"
510,互联网/AI,前端/移动开发,UE4,UE4视频设计师,广州·天河区·车陂,广州三七网络,"UE4,游戏广告,虚幻引擎"
511,互联网/AI,前端/移动开发,UE4,UE灯光师,广州·天河区·东圃,广州冰果游戏,"UE4,灯光"
512,互联网/AI,前端/移动开发,UE4,UE4美术场景搭建,广州·番禺区·市桥,广州康瞬康体设备...,"UE4,场景搭建,舞台搭建,XR虚拟场景制作,虚拟场景"
513,互联网/AI,前端/移动开发,UE4,UE4开发工程师,广州·番禺区·华南,OCN都市圈,"游戏, OpenGL,WebGL,三维"
514,互联网/AI,前端/移动开发,UE4,GUI拼接设计师,广州·天河区·高唐,蓝蚁,"UE4,UE4开发经验,美术/动画基础,cocos,游戏界面拼接,网易"
515,互联网/AI,前端/移动开发,UE4,ue美术,广州·天河区·东圃,广州青色木偶信息科技,"UE4,Unity3D,Maya,计算机/软件工程相关专业,美术/动画基础,UE4开发经验"
516,互联网/AI,前端/移动开发,UE4,UE4拼接（双休）,广州·天河区·高唐,嘻空网络科技有限公司,"C++,UE4,蓝图"
517,互联网/AI,前端/移动开发,UE4,ue4视频设计,广州·南沙区·黄阁,乐云文化,"UE4,3ds Max,Maya,UE4开发经验,计算机/软件工程相关专业,美术/动画基础,后期制作,剪辑师,影视后期"
518,互联网/AI,前端/移动开发,UE4,UE蓝图,广州·天河区·东圃,升皓游戏,UE4
519,互联网/AI,前端/移动开发,UE4,高级游戏开发程序员（UE4渲染）,广州·越秀区·北京路,网龙,"UE4,UE4开发经验,Shader开发经验"
520,互联网/AI,前端/移动开发,UE4,ue4视频设计,广州·海珠区·琶洲,广州星炫信息科技,UE4
521,互联网/AI,前端/移动开发,UE4,UE4中级工程师,广州·天河区·天河公园,雷泽科技,"UE4,C/C++,OpenGL,计算机/软件工程相关专业,UE4开发经验,Shader开发经验"
522,互联网/AI,前端/移动开发,UE4,游戏引擎开发工程师,广州·海珠区·琶洲,迷墙,UE4
523,互联网/AI,前端/移动开发,UE4,UE引擎开发工程师(构建系统/构建优化工具向,广州·海珠区·琶洲,永星互动,"UE4,C/C++"
524,互联网/AI,前端/移动开发,UE4,ue4视频主管（游戏买量）,广州·天河区·棠下,星邦互娱,"UE4,游戏,UE4视频"
525,互联网/AI,前端/移动开发,UE4,UE4,广州·海珠区·琶洲,名动影视文化,"UE4,美术/动画基础,UE视频"
526,互联网/AI,前端/移动开发,UE4,UE4地编,广州,VIRDYN(虚拟动力),UE4引擎
527,互联网/AI,前端/移动开发,UE4,ue4客户端开发,广州,或非,"游戏,C++"
528,互联网/AI,前端/移动开发,UE4,UE4工程师（三维动画方向）,广州·海珠区·琶洲,丹枫宸影视工作室,"动画动漫,C++"
529,互联网/AI,前端/移动开发,UE4,UE4程序员,广州·天河区·棠下,联合创盈,UE4开发
530,互联网/AI,前端/移动开发,UE4,ue开发工程师,广州·天河区·东圃,东极信息,"UE4,Unity3D,C/C++"
531,互联网/AI,前端/移动开发,UE4,UE4初级工程师,广州·天河区·棠下,雷氪沉浸,"C/C++,UE引擎,蓝图"
532,互联网/AI,前端/移动开发,UE4,UE4灯光渲染,广州·天河区·车陂,三七互娱-37手游,"UE4,灯光"
533,互联网/AI,前端/移动开发,UE4,ue4主程,广州·天河区·天河公园,坤盛信息科技有限公司,"UE4,C/C++,Maya,UE4开发经验,虚幻引擎开发,蓝图开发"
534,互联网/AI,前端/移动开发,UE4,UE4工程师,广州·越秀区·水荫,天时正晴,"ue4,地编,渲染"
535,互联网/AI,前端/移动开发,UE4,UE场景设计师,广州,粤水科技,UE场景
536,互联网/AI,前端/移动开发,UE4,UE4 综合,广州·海珠区·工业大道,ACG鲸喜,Shader
537,互联网/AI,前端/移动开发,UE4,技术美术-UE开发工程师,广州·天河区·高唐,网易游戏,"UE4,数据结构基础,计算机/软件工程相关专业"
538,互联网/AI,前端/移动开发,Cocos,laya游戏开发工程师,广州·天河区·棠下,三加三网络,"JavaScript/TypeScript,游戏前端开发,layabox,HTML5,LayaAir/Egret,手游开发经验,laya"
539,互联网/AI,前端/移动开发,Cocos,cocos游戏开发工程师,广州·天河区·猎德,青雀网络,"游戏引擎,CocosCreator,移动端,CocoStudio,CocosBuilder"
540,互联网/AI,前端/移动开发,Cocos,CocosCreator 游戏开发开发工程师,广州·天河区·东圃,广州市小火山,"Cocos Creator,JavaScript/TypeScript"
541,互联网/AI,前端/移动开发,Cocos,Cocos,广州·黄埔区·高唐,曲速引擎,"Cocos2d-x,Cocos Creator,微信小游戏开发经验,计算机/软件工程相关专业"
542,互联网/AI,前端/移动开发,Cocos,cocos2d程序,广州·番禺区·市桥,微游网络,"游戏引擎,Lua语言"
543,互联网/AI,前端/移动开发,Cocos,COCOS2DX,广州·番禺区·东环,三盛动漫,"TypeScript,Lua,CocosCreator"
544,互联网/AI,前端/移动开发,Cocos,Cocos creator开发,广州,灵仙网络科技有限公司,"Cocos Creator,JavaScript/TypeScript"
545,互联网/AI,前端/移动开发,Cocos,Egret游戏客户端,广州·天河区·棠下,广州暗星,"JavaScript/TypeScript,HTML5"
546,互联网/AI,前端/移动开发,Cocos,cocos游戏开发工程师,广州·天河区·天河公园,尚趣网络,"Cocos2d-x,Java"
547,互联网/AI,前端/移动开发,Cocos,cocos游戏客户端,广州·天河区·车陂,广州盟重互娱科技...,"Cocos Creator,计算机/软件工程相关专业,卡牌游戏"
548,互联网/AI,前端/移动开发,Cocos,Cocos前端开发工程师,广州·天河区·棠下,胡莱游戏,"Cocos Creator,C/C++,计算机/软件工程相关专业,游戏"
549,互联网/AI,前端/移动开发,Cocos,lua游戏开发,广州·天河区·棠下,魔芋网络,"C/C++,Cocos Creator,Lua,手游开发经验"
550,互联网/AI,前端/移动开发,Cocos,初级游戏开发工程师,广州·天河区·棠下,大鸟文化创意,"Cocos Creator,JavaScript/TypeScript"
551,互联网/AI,前端/移动开发,Cocos,游戏客户端开发工程师,广州·黄埔区·中心城,多益网络,计算机/软件工程相关专业
552,互联网/AI,前端/移动开发,Cocos,游戏客户端,广州·天河区·车陂,捷工科技,"JavaScript/TypeScript,LayaAir/Egret,Cocos2d-x"
553,互联网/AI,前端/移动开发,Cocos,高级前端开发工程师（游戏）,广州·天河区·车陂,熙游互动,"Cocos Creator,HTML5,手游开发经验,layabox,Egre"
554,互联网/AI,前端/移动开发,Cocos,微信小游戏开发,广州·花都区·花山,广州极工度玩网络科技,"Cocos2d-x,Cocos Creator,JavaScript/TypeScript,手游开发经验,微信小游戏开发经验,uniapp"
555,互联网/AI,前端/移动开发,Cocos,cocos开发工程师,广州·越秀区·动物园,晓教育集团,"Cocos2d-x,计算机/软件工程相关专业"
556,互联网/AI,前端/移动开发,Cocos,cocos程序员,广州·海珠区·凤阳,优路,"Cocos Creator,JavaScript/TypeScript,微信小游戏开发经验"
557,互联网/AI,前端/移动开发,Cocos,游戏客户端开发工程师,广州·黄埔区·鱼珠,广州4399,Cocos Creator
558,互联网/AI,前端/移动开发,Cocos,资深客户端开发工程师（梦幻手游）,广州·黄埔区·高唐,网易,"Cocos Creator,Cocos2d-x,Python,手游开发经验"
559,互联网/AI,前端/移动开发,Cocos,CocosCreator游戏开发工程师,广州·荔湾区·芳村,谊峰网络,"TypeScript,游戏引擎,Android,移动端,unity,laya,CocosCreator"
560,互联网/AI,前端/移动开发,Cocos,cocoscreator游戏开发工程师,广州·天河区·东圃,妙动,"Cocos2d-x,Cocos Creator,手游开发经验"
561,互联网/AI,前端/移动开发,Cocos,游戏客户端开发工程师,广州·天河区·棠下,高林动漫,"Cocos Creator,计算机/软件工程相关专业"
562,互联网/AI,前端/移动开发,Cocos,COCOS2DX,广州·番禺区·南村,广州睿迪网络科技,"CocosCreator,CocoStudio"
563,互联网/AI,前端/移动开发,Cocos,cocos开发工程师,广州·海珠区·客村,艾游米科技,"Unity3D,Cocos Creator,Cocos2d-x,手游开发经验,计算机/软件工程相关专业"
564,互联网/AI,前端/移动开发,Cocos,CocosCreator工程师,广州·番禺区·东环,文拓,"TypeScript,游戏引擎,CocosCreator"
565,互联网/AI,前端/移动开发,Cocos,cocos小程序游戏开发工程师,广州·番禺区·石基,广州绘匠,"Cocos2d-x,Cocos Creator,HTML5"
566,互联网/AI,前端/移动开发,Cocos,cocos开发工程师,广州·番禺区·大学城,深圳感音科技有限公司,"Cocos Creator,Unity3D,手游开发经验"
567,互联网/AI,前端/移动开发,Cocos,cocos游戏开发,广州·海珠区·琶洲,尤达科技,Cocos Creator
568,互联网/AI,前端/移动开发,技术美术,Houdini程序建模/绑定,广州·荔湾区·西关,蓝弧文化,"程序化建模,houdini,VEX,Python,houdini开发,vop,程序绑定"
569,互联网/AI,前端/移动开发,技术美术,TA技术美术,广州·天河区·棠下,广东启蒙文化,"DirectX,Shader,MongoDB"
570,互联网/AI,前端/移动开发,技术美术,游戏技术美术TA,广州·海珠区·琶洲,迷墙,"TA,引擎,渲染"
571,互联网/AI,前端/移动开发,技术美术,TA/TD(引擎方向）,广州·白云区·京溪,触魔信息,"游戏,TA,TD"
572,互联网/AI,前端/移动开发,技术美术,Figma UIUX高级网站设计师,广州·天河区·珠江新城,词立方,"兼职,UIUX，Figma,Figma,原型设计,交互设计,切图,视觉设计,网页+移动端设计"
573,互联网/AI,前端/移动开发,技术美术,游戏TA,广州·天河区·龙口,荣端游戏,"游戏引擎,C#,Lua,Shader"
574,互联网/AI,前端/移动开发,技术美术,UE技术美术（接受应届）,广州·天河区·员村,广东砹脉数字营销,"UE,舞台设计,美术,舞台3D,影视"
575,互联网/AI,前端/移动开发,技术美术,动画TA（base厦门）,广州·黄埔区·鱼珠,勇仕,"手游,动画ta,动作ta"
576,互联网/AI,前端/移动开发,技术美术,技术美术TA,广州·天河区·小新塘,网易,"游戏引擎,C#,C++,Shader"
577,互联网/AI,前端/移动开发,技术美术,技术美术,广州·番禺区·钟村,元潮科技,Cocos3D
578,互联网/AI,前端/移动开发,技术美术,TA实习生,广州·番禺区·南村,YY,"技术向,技术美术,TA"
579,互联网/AI,前端/移动开发,技术美术,技术美术,广州·番禺区·长隆,小团圆公寓管理有...,"绘画,手绘,细心"
580,互联网/AI,前端/移动开发,技术美术,游戏技术美术ta,广州·天河区·天河公园,乐游方舟,"场景TA,动作TA"
581,互联网/AI,前端/移动开发,技术美术,U3D技术美术（TA）,广州·番禺区·钟村,广州象型数字科技,"shader,ShaderGraph,粒子系统,材质,灯光,TA,U3D技美,U3D地编"
582,互联网/AI,前端/移动开发,技术美术,高级游戏界面设计师,广州·天河区·高唐,嘻空网络科技有限公司,周末双休
583,互联网/AI,前端/移动开发,技术美术,Ue4 技术美术,广州,触梦动漫,"Substance,Ue4,Houdini,蓝图"
584,互联网/AI,前端/移动开发,技术美术,技术美术（动画向）,广州·天河区·小新塘,真有趣游戏,"Unity,Unreal,动画"
585,互联网/AI,前端/移动开发,技术美术,游戏技术美术TA,广州·天河区·天河公园,乌有岛,技术美术
586,互联网/AI,前端/移动开发,技术美术,技术美术TA,广州·天河区·车陂,三七互娱,"游戏引擎,技术美术,PBR,shader,渲染,unity"
587,互联网/AI,前端/移动开发,技术美术,虚幻4引擎-TA,广州·天河区·龙洞,云图动漫,"C++,C#,UE4,U3D,动画动漫,技术美术,Python"
588,互联网/AI,前端/移动开发,技术美术,游戏技术美术,广州·海珠区·琶洲,海南华多,"技术美工,技术美术"
589,互联网/AI,前端/移动开发,技术美术,技术美术,广州·天河区·体育中心,昱润信息,UI设计能力
590,互联网/AI,前端/移动开发,技术美术,技术美术,广州·天河区·岗顶,凡拓数创,"Unity,Shader,三维"
591,互联网/AI,前端/移动开发,技术美术,鸣潮-技术向TA,广州·海珠区·琶洲,库洛,"技术美术,渲染,TA,shader,材质,美术表现,场景效果,houdini"
592,互联网/AI,前端/移动开发,技术美术,技术美术ta,广州·天河区·棠下,明朝互动,"URP,TA"
593,互联网/AI,前端/移动开发,技术美术,TA/技术美术工程师,广州·花都区·炭步,赢敬电子,TA
594,互联网/AI,前端/移动开发,技术美术,TA\游戏3D建模(动画方向),广州·天河区·猎德,广州虚谷游戏科技,3DMAXS，MAYA
595,互联网/AI,前端/移动开发,技术美术,Unity技术美术,广州·荔湾区·芳村,谊峰网络,"2D动作设计,3D动作设计,Unity3D,unity骨骼动画,spine"
596,互联网/AI,前端/移动开发,技术美术,TA技术美术,广州·黄埔区·知识城,达闼,技术美术
597,互联网/AI,前端/移动开发,技术美术,Unity技术美术,广州,广州壹传诚,"Unity,Maya,VR,小型游戏"
598,互联网/AI,前端/移动开发,JavaScript,手机主题开发工程师,广州·天河区·珠江新城,诺风电子商务,"JavaScript,CSS,Java,计算机/软件工程相关专业,前端开发经验,游戏开发经验,开发,技术,动效设计"
599,互联网/AI,前端/移动开发,JavaScript,Layabox/LayaAir/h5游戏客户端+node服务端,广州·番禺区·市桥,优视电子,"游戏前端,小程序,后端,JavaScript,Node.js,HTML5,不限,计算机/软件工程相关专业,游戏开发经验,前端开发经验,TypeScript,pomelo,laya"
600,互联网/AI,前端/移动开发,JavaScript,laya游戏开发工程师,广州·天河区·棠下,晴天互娱,"JavaScript,游戏开发经验,Lua"
601,互联网/AI,前端/移动开发,JavaScript,中级Java开发工程师,广州·天河区·小新塘,广东医通,"MySQL,Oracle"
602,互联网/AI,前端/移动开发,JavaScript,前端混合开发工程师,广州·黄埔区·科学城,阿米西西,"HTML,CSS,网络协议,移动端,小程序,SDK,Vue,Zepto"
603,互联网/AI,前端/移动开发,JavaScript,脚本开发,广州·白云区·金沙洲,九洋科技股份,"JavaScript,手机脚本,auto.js"
604,互联网/AI,前端/移动开发,JavaScript,前端开发工程师（线上面试）,广州·天河区·棠下,华为,"Web前端,移动web前端,JavaScript,HTML5,CSS,JS"
605,互联网/AI,前端/移动开发,JavaScript,前端开发,广州·番禺区·市桥,明锋科技,JavaScript
606,互联网/AI,前端/移动开发,鸿蒙开发工程师,Technology-鸿蒙开发工程师(粤语）,广州·天河区·岗顶,埃森哲,"鸿蒙,HarmonyOS"
607,互联网/AI,前端/移动开发,鸿蒙开发工程师,跨端容器高级开发工程师,广州·海珠区·琶洲,阿里巴巴智能信息事业群,"C++,JavaScript,架构设计经验,鸿蒙系统开发经验,计算机相关专业,浏览器,Chromium/WebKit"
608,互联网/AI,前端/移动开发,鸿蒙开发工程师,中级鸿蒙应用开发,广州·海珠区·琶洲,中软国际,"必须有金融项目经验,愿意转鸿蒙的前端,接受广佛深厦的出差"
609,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙应用开发工程师,广州·番禺区·大石,美的,"鸿蒙,TypeScript"
610,互联网/AI,前端/移动开发,鸿蒙开发工程师,C/C++开发工程师（鸿蒙生态）,广州,鸿数,"C++,C,STL,鸿蒙系统开发经验,ARM,Make、ninja,HarmonyOS南向"
611,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙（Android）应用开发架构师,广州·黄埔区·科学城,方舟健客,"Android开发经验,Java,架构经验,架构设计/优化,性能优化,Android客户端产品研发,鸿蒙,架构设计能力,声明式UI范式,Kotlin"
612,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙高级开发工程师,广州·海珠区·琶洲,阿里巴巴集团,"Android客户端产品研发,架构设计/优化,Flutter,HTML5,架构设计能力,计算机/软件工程相关专业,大规模应用开发/维护经验,架构经验"
613,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙App研发,广州·天河区·岗顶,广州鼎瀛,"Android开发经验,通信相关专业,架构设计/优化,数据结构/算法能力,鸿蒙App,Android客户端产品研发,架构设计能力,研发流程优化,多线程编程能力,计算机/软件工程相关专业"
614,互联网/AI,前端/移动开发,鸿蒙开发工程师,移动端开发工程师,广州·越秀区·华乐,广东泰一高新技术,"Android客户端产品研发,Android开发经验,HarmonyOS,鸿蒙开发"
615,互联网/AI,前端/移动开发,鸿蒙开发工程师,android工程师（具备鸿蒙经验）,广州·天河区·东圃,进文领创,"Flutter,HTML5,Java,鸿蒙"
616,互联网/AI,前端/移动开发,鸿蒙开发工程师,前端/java/安卓开发,广州·越秀区·华乐,华为技术有限公司,"Java,Spring,MySQL,Oracle,不接受居家办公,微服务经验"
617,互联网/AI,前端/移动开发,鸿蒙开发工程师,高级android开发工程师,广州·天河区·五山,恒拓高科,"HarmonyOS,Android APl"
618,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙开发程序员,广州·黄埔区·科学城,魔方电力,"Android客户端产品研发,HarmonyOS,鸿蒙,C/C++"
619,互联网/AI,前端/移动开发,鸿蒙开发工程师,Android开发工程师,广州,启义飞科技,"python,Android客户端产品研发"
620,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙开发工程师,广州·天河区·棠下,松果倾诉APP,"Android开发经验,计算机/软件工程相关专业,前端开发经验"
621,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙开发程序员,广州·天河区·棠下,开盘啦,Android客户端产品研发
622,互联网/AI,前端/移动开发,鸿蒙开发工程师,安卓+鸿蒙开发工程师,广州·天河区·棠下,漫边网络,"大规模应用开发/维护经验,Android开发经验,计算机/软件工程相关专业,鸿蒙开发,游戏,HarmonyOS"
623,互联网/AI,前端/移动开发,鸿蒙开发工程师,OpenHarmony(开源鸿蒙) 应用开发工程师,广州·黄埔区·中心城,芸荟,"C++,Java,计算机相关专业,Qt项目开发经验,C++服务端开发经验,嵌入式开发"
624,互联网/AI,前端/移动开发,鸿蒙开发工程师,智能信息-Web跨端容器高级开发工程师-鸿蒙,广州·海珠区·琶洲,阿里巴巴智能信息事业群,C++
625,互联网/AI,前端/移动开发,鸿蒙开发工程师,阿里巴巴-智能信息-安卓&鸿蒙研发工程师,广州·海珠区·琶洲,阿里巴巴集团,"Java,Android开发经验,HTML5,Android客户端产品研发,计算机/软件工程相关专业,前端开发经验,Kotlin"
626,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙开发工程师,广州·番禺区·大石,美的,"鸿蒙开发,TypeScript"
627,互联网/AI,前端/移动开发,鸿蒙开发工程师,OpenHarmony开发工程师,广州·天河区·东圃,进文领创,"Android客户端产品研发,架构设计/优化,研发流程优化,计算机/软件工程相关专业,Android开发经验,前端开发经验"
628,互联网/AI,前端/移动开发,鸿蒙开发工程师,资深Android/鸿蒙开发工程师/架构师,广州·黄埔区·科学城,方舟健客,"Java,Android开发经验,团队管理经验,Android客户端产品研发,鸿蒙,架构设计能力,计算机/软件工程相关专业,Kotlin"
629,互联网/AI,前端/移动开发,鸿蒙开发工程师,智能信息-鸿蒙UC浏览器高级开发工程师-广州,广州·海珠区·琶洲,阿里巴巴智能信息事业群,鸿蒙
630,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙UC网盘高级开发工程师,广州·海珠区·琶洲,阿里巴巴集团,"Java,Flutter,HTML5,计算机/软件工程相关专业,iOS,Android"
631,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙开发工程师 (MJ000275),广州·黄埔区·大沙,方舟健客,"Android开发经验,Flutter,计算机/软件工程相关专业,HarmonyOS,跨平台开发经验,ArkTS"
632,互联网/AI,前端/移动开发,鸿蒙开发工程师,Android性能优化工程师,广州·海珠区·琶洲,阿里巴巴智能信息事业群,"Android客户端产品研发,架构设计/优化,Java,多线程编程能力,架构设计能力,计算机/软件工程相关专业,Android开发经验,大规模应用开发/维护经验"
633,互联网/AI,前端/移动开发,鸿蒙开发工程师,鸿蒙UC小说高级开发工程师,广州·海珠区·琶洲,阿里巴巴集团,"不限,架构设计/优化,Android客户端产品研发,Java,Flutter,HTML5,计算机/软件工程相关专业,Android开发经验,iOS"
634,互联网/AI,前端/移动开发,鸿蒙开发工程师,跨端容器高级开发工程师-Web跨端容器方向,广州·海珠区·琶洲,阿里巴巴智能信息事业群,"C++,C,不限,STL,鸿蒙系统开发经验"
635,互联网/AI,前端/移动开发,鸿蒙开发工程师,跨端容器高级开发工程师-Web跨端容器方向,广州·海珠区·琶洲,阿里巴巴智能信息事业群,"编译器开发经验,C++,C,鸿蒙系统开发经验,图形开发经验"
636,互联网/AI,测试,测试工程师,器件测试工程师,广州·黄埔区·开发区东区,CVTE,"功能测试,性能测试,压力测试,测试工作经验,自动化测试经验,提供转正机会,提供实习证明"
637,互联网/AI,测试,测试工程师,玩具质量工程师,广州·黄埔区·南岗,Intertek天祥集团,"功能测试,性能测试,物理测试"
638,互联网/AI,测试,测试工程师,软件测试经理,广州·天河区·珠江新城,知微行易,"性能测试,功能测试,自动化测试,Java,Python,MySQL,自动化测试经验,掌握软件测试理论和流程,测试工作经验,管理经验"
639,互联网/AI,测试,测试工程师,测试实习生,广州,亚信科技,实习
640,互联网/AI,测试,测试工程师,测试工程师,广州·天河区·车陂,广州白檀科技有限公司,"性能测试,功能测试,Postman,Fiddler,iOS/Android测试经验,测试工作经验,掌握软件测试理论和流程,Jmeter"
641,互联网/AI,测试,测试工程师,业务测试工程师,广州·番禺区·市桥,浩云科技股份有限公司,"自动化测试,性能测试,计算机相关专业,测试工作经验,自动化测试经验,SaaS,团队管理,SAAS系统测试"
642,互联网/AI,测试,测试工程师,测试实习生(2025年应届）,广州·黄埔区·大沙,利通科技,计算机相关专业
643,互联网/AI,测试,测试工程师,中/高级测试工程师,广州·天河区·天河公园,北京海量数据,"Java,Python,C#"
644,互联网/AI,测试,测试工程师,移动端测试-外派-双休,广州·海珠区·新港西路沿线,博彦科技,"功能测试,性能测试,计算机相关专业,测试工作经验"
645,互联网/AI,测试,测试工程师,测试工程师,广州·海珠区·琶洲,慧博云通,"功能测试,英文熟练,粤语熟练,寿险或金融行业经验"
646,互联网/AI,测试,测试工程师,测试（大厂双休不打折+补贴+年终奖+弹性）,广州·番禺区·南村,博彦科技,"性能测试,自动化测试,功能测试"
647,互联网/AI,测试,测试工程师,安全测试（双休）,广州·海珠区·凤阳,亿达信息,"自动化测试,Python,安全测试,移动终端测试,appscan"
648,互联网/AI,测试,测试工程师,测试工程师,广州·白云区·三元里,至恒融兴,功能测试
649,互联网/AI,测试,测试工程师,测试工程师（base珠海）,广州,远光软件,"Java,测试工作经验,自动化测试,性能测试,MySQL,功能测试,计算机相关专业,掌握软件测试理论和流程,JMeter"
